id,lat,lon
22325,48.6480279,-2.828941
22326,48.443901,-2.4198308
22327,48.491704,-2.02715
22328,48.387731,-3.387319
22330,48.2289269,-2.8556157
22331,48.268368,-3.153783
22332,48.3866843,-2.5499523
22333,48.238916,-2.44198
22334,48.273302,-3.106149
22335,48.427631,-3.068987
22337,48.332673,-2.338259
22338,48.628481,-3.153686
22339,48.475473,-2.016382
22340,48.670712,-3.39538
22341,48.400119,-2.403265
22342,48.400127,-2.17127
22343,48.771415,-3.577927
22344,48.308101,-3.474562
22345,48.355094,-2.553519
22346,48.359998,-2.618188
22347,48.7745564,-3.2281001
22348,48.358296,-2.2375
22349,48.69857,-3.566531
22350,48.650081,-3.564204
22351,48.299932,-3.516829
22352,48.337095,-2.030534
22353,48.817362,-3.51469
22354,48.5575387,-3.2734512
22356,48.5659512,-2.8823259
22358,48.612032,-3.165119
22359,48.599154,-3.403639
22360,48.489692,-2.737246
22361,48.602047,-2.94312
22362,48.789503,3.2309
22363,48.808959,-3.372643
22364,48.433953,-2.117724
22365,48.33266,-3.268291
22366,48.60398,-3.61193
22368,48.558387,-2.063
22369,48.34706,-2.26315
22370,48.673987,-3.029013
22371,48.19816,-2.290012
22372,48.5231018066,-2.84823989868
22373,48.188015,-3.519583
22375,48.61569,-2.984133
22376,48.212555,-2.795458
22377,48.663465,-2.871916
22378,48.656044,-3.059369
22379,48.811657,-3.357767
22380,48.389177,-2.064895
22381,48.758205,-3.366814
22383,48.753982,-3.226704
22384,48.280277,-2.840158
22385,48.487378,-1.982596
22386,48.388231,-3.002346
22387,48.607282,-3.450567
22388,48.439565,-2.1543
22389,48.484313,-2.676554
22390,48.715164,-3.052445
22391,48.346471,-2.174912
29001,48.24618,-4.31788
29002,47.901358,-3.440617
29003,48.021487,-4.537792
29004,47.932231,-3.695469
29005,47.858118,-3.604421
29006,47.876314,-4.113509
29007,48.404046,-3.751844
29008,48.075184,-4.511815
29010,48.530549,-4.116966
29011,48.428956,-4.514971
29012,48.44392,-3.5846
29013,48.383693,-3.922724
29014,48.526888,-3.64121
29015,48.499198,-4.506596
29016,48.300565,-3.95535
29017,48.477888,-4.713797
29018,48.360634,-3.850518
29019,48.391693,-4.484541
29020,48.101741,-4.001317
29021,48.6614615,-4.3276959
29022,48.27556,-4.59761
29023,48.66762,-3.91382
29024,48.275726,-3.574236
29025,48.15716,-4.13901
29026,48.195527,-4.094265
29027,48.18622,-3.812851
29028,48.049134,-4.648404
29029,48.235385,-3.668727
29030,48.66325,-4.1036
29031,47.79593,-3.585759
29032,47.89715,-4.06478
29033,48.256799,-3.890102
29034,48.479484,-3.793875
29035,48.507927,-4.543249
29036,48.28652,-3.77487
29037,47.887029,-4.155376
29038,48.413733,-3.956427
29039,47.870611,-3.919211
29040,48.36043,-4.77084
29041,48.060758,-3.830104
29042,48.24527,-4.48903
29043,48.360971,-4.263881
29044,48.218863,4.165563
29045,48.397628,-4.271505
29046,48.091731,-4.330297
29047,48.533931,-4.372043
29048,48.104231,-3.977813
29049,47.994985,-3.891018
29051,47.994985,-3.891018
29053,48.294265,-4.177608
29054,48.390703,-3.852455
29055,48.5610459,-4.3349938
29056,48.427659,-4.315004
29057,47.907962,-3.979245
29058,47.89425,-4.01223
29059,47.907962,-3.979245
29060,47.91073,-4.115076
29061,48.451333,-4.466181
29062,48.169513,-3.972661
29063,48.055609,-4.591714
29064,48.628222,-4.301014
29065,48.020418,-4.266809
29066,48.020418,-4.266809
29067,48.517858,-3.587447
29068,48.5501,-3.96201
29069,48.423644,-4.557221
29070,48.016505,-4.357696
29071,47.936196,-3.4154
29072,47.794727,-4.282399
29073,48.667613,-3.707918
29074,48.487645,-3.998798
29075,48.436074,-4.40094
29076,48.490985,-4.574482
29077,48.633771,-4.411163
29078,48.327994,-4.160992
29079,48.632446,-3.927408
29080,48.327801,-4.241778
29081,48.36438,-3.74481
29082,48.744467,-4.01087
29083,48.035677,-4.850726
29084,48.398412,-4.959267
29085,47.842421,-4.167781
29086,48.371239,-4.212905
29087,48.065551,-4.25717
29089,48.274425,-3.623411
29090,48.0921311,-4.2758629
29091,48.644446,-4.367363
29093,48.571155,-4.419709
29094,48.591483,-4.346458
29095,48.47213,-4.373544
29097,48.492866,-4.041279
29098,48.447938,-4.761507
29099,48.565129,-4.660294
29100,48.551956,-4.386812
29101,48.586941,-4.573725
29102,48.227301,-3.729406
29103,48.450743,-4.248582
29104,48.292556,-4.267777
29105,48.509191,-4.068838
29106,48.09118,-4.058156
29107,48.063781,-3.979032
29108,47.99962,-4.33728
29109,48.532726,-4.726489
29110,48.066798,-3.912353
29111,48.57983,-4.210828
29112,48.474244,-4.751145
29113,48.646954,-3.715493
29114,48.489243,-3.67192
29115,48.301393,-3.89615
29116,48.497649,-4.203208
29117,48.570103,-4.522117
29119,48.474442,-4.63849
29120,48.286192,-4.461278
29122,48.138059,-3.835222
29123,48.192773,-3.897641
29124,48.572005,-4.322732
29125,48.098994,-3.782384
29126,48.554737,-4.405565
29128,48.473001,-4.094537
29130,48.3742,-4.64548
29131,48.452849,-4.065156
29132,48.624621,-3.860498
